PU_zone_name,trip_count,total_revenue,total_time_min,total_miles,avg_min_ptrip,avg_dist_ptrip,avg_rev_ptrip,avg_dist_pmin,avg_rev_pmin
Queens Village,92,2084.36,1552.3833333333334,480.07,16.87373188405797,5.218152173913043,22.65608695652174,0.3092470717069452,1.342683830239524
Queensboro Hill,77,1355.44,960.5666666666666,358.77,12.474891774891773,4.659350649350649,17.603116883116883,0.37349828226394144,1.4110837352951384
Queensbridge/Ravenswood,4645,52413.86000000032,66745.31666666668,198749.73999999987,14.369282382490136,42.78788805166843,11.283931108719122,2.9777331193524414,0.7852814641926235
Randalls Island,258,15579.249999999996,5242.266666666667,1748.84,20.31886304909561,6.778449612403101,60.384689922480604,0.3336037846224279,2.971853778263854
Red Hook,331,7659.050000000001,5937.749999999998,1600.5400000000002,17.938821752265856,4.83546827794562,23.13912386706949,0.2695532819670752,1.289890951959918
Rego Park,649,16306.28999999999,13384.033333333333,3029.5299999999997,20.622547508988188,4.667996918335901,25.12525423728812,0.22635403876758625,1.2183390158920697
Richmond Hill,310,9436.239999999998,4344.15,1416.16,14.013387096774192,4.5682580645161295,30.439483870967734,0.32599242659668753,2.172171771232577
Ridgewood,240,4667.919999999998,6453.583333333332,923.48,26.88993055555555,3.8478333333333334,19.44966666666666,0.1430956961894555,0.7233066900817374
Rikers Island,2,83.22999999999999,45.63333333333334,18.009999999999998,22.81666666666667,9.004999999999999,41.614999999999995,0.39466764061358645,1.823886048210372
Riverdale/North Riverdale/Fieldston,88,2216.48,1288.5833333333333,434.58000000000004,14.642992424242424,4.938409090909091,25.187272727272727,0.3372540904093643,1.7200905387052967
Rockaway Park,12,248.05000000000004,97.83333333333333,80.16,8.152777777777777,6.68,20.670833333333338,0.8193526405451448,2.535434412265759
Roosevelt Island,322,6628.139999999997,5000.216666666667,1300.4900000000002,15.528623188405799,4.038788819875777,20.584285714285706,0.26008672957505174,1.3255705586091262
Rosedale,61,3782.7499999999995,1919.1999999999998,800.4399999999999,31.46229508196721,13.121967213114754,62.0122950819672,0.4170696123384744,1.9710035431429762
Rossville/Woodrow,1,0.3,24.383333333333333,18.5,24.383333333333333,18.5,0.3,0.758714969241285,0.012303485987696514
Saint Albans,90,1951.1900000000003,2926.0833333333335,448.31,32.51203703703704,4.981222222222223,21.679888888888893,0.1532116310198502,0.6668265314840658
Saint George/New Brighton,8,260.59999999999997,67.33333333333333,9.04,8.416666666666666,1.13,32.574999999999996,0.13425742574257427,3.87029702970297
Saint Michaels Cemetery/Woodside,410,6255.3899999999985,3244.216666666667,841.28,7.912723577235774,2.0519024390243903,15.257048780487802,0.25931683559975954,1.9281665322394201
Schuylerville/Edgewater Park,64,2076.53,942.6833333333334,443.5,14.729427083333334,6.9296875,32.44578125,0.47046551510758294,2.202786372235286
Seaport,14480,261616.7799999963,256374.84999999998,54044.600000000006,17.70544544198895,3.7323618784530392,18.067457182320187,0.21080304873898517,1.0204463503342716
Sheepshead Bay,83,1702.16,1416.3,371.19,17.063855421686746,4.472168674698795,20.507951807228917,0.26208430417284473,1.2018357692579256
SoHo,66920,953763.1000000638,1092865.333333333,159471.45999999996,16.330922494520816,2.3830164375373575,14.252287806336877,0.14592050377661658,0.8727178645981976
Soundview/Bruckner,143,2443.7900000000004,2021.7999999999997,437.17999999999995,14.138461538461536,3.057202797202797,17.08944055944056,0.216233059649817,1.208719952517559
Soundview/Castle Hill,147,3217.4400000000005,4868.416666666667,656.95,33.118480725623584,4.469047619047619,21.887346938775515,0.1349412026497321,0.6608801629551019
South Beach/Dongan Hills,3,110.89999999999999,74.38333333333334,32.410000000000004,24.794444444444448,10.803333333333335,36.96666666666666,0.43571588617521845,1.490925386511315
South Jamaica,676,42138.270000000026,30864.13333333334,9135.759999999998,45.657001972386595,13.514437869822483,62.33471893491128,0.2959992396784184,1.3652827877881992
South Ozone Park,693,36990.770000000026,18309.083333333332,5927.920000000001,26.420033670033668,8.553997113997115,53.37773448773453,0.3237693494576918,2.020350736656215
South Williamsburg,690,8643.629999999992,13142.466666666664,1573.48,19.047053140096615,2.2804057971014493,12.526999999999989,0.11972486139080947,0.6576870399772742
Springfield Gardens North,94,2317.7900000000004,1779.2333333333338,560.08,18.928014184397167,5.958297872340426,24.65734042553192,0.3147872679243868,1.30269029731907
Springfield Gardens South,506,33133.53000000001,21564.766666666663,7447.490000000001,42.61811594202898,14.718359683794468,65.48128458498026,0.34535453664387755,1.5364659637711522
Spuyten Duyvil/Kingsbridge,178,3096.220000000001,2970.9666666666667,658.94,16.690823970037453,3.701910112359551,17.39449438202248,0.22179313130406492,1.0421591176833582
Stapleton,1,37.8,30.15,11.77,30.15,11.77,37.8,0.39038142620232175,1.2537313432835822
Starrett City,51,1377.24,1190.15,325.43999999999994,23.336274509803925,6.381176470588234,27.00470588235294,0.273444523799521,1.1571986724362475
Steinway,4484,95497.06999999986,67049.79999999999,17060.93,14.953122212310435,3.8048461195361285,21.29729482604814,0.25445161655963183,1.4242707659083231
Stuy Town/Peter Cooper Village,21081,279239.7199999959,296933.31666666653,47413.08000000006,14.085352529133653,2.249090650348658,13.246037664247233,0.1596758509023269,0.9404122216216874
Stuyvesant Heights,771,11698.699999999988,11682.733333333334,2158.8900000000003,15.152702118460873,2.80011673151751,15.173411154344992,0.18479322761225972,1.00136668930216
Sunnyside,15412,261946.9799999956,255384.88333333316,48947.98999999994,16.570521887706537,3.1759661302880833,16.99630028549154,0.1916636151722109,1.0256949298682547
Sunset Park East,111,1908.73,1686.5833333333333,351.07000000000005,15.194444444444445,3.1627927927927932,17.195765765765767,0.20815455309056777,1.1317140174909828
Sunset Park West,862,17176.479999999996,18713.333333333336,3478.31,21.709203402938904,4.0351624129930395,19.926310904872384,0.18587335233345206,0.9178738867117916
Sutton Place/Turtle Bay North,168079,2112460.0799996755,2144818.9000000013,344077.49999999965,12.760778562461708,2.0471177244034036,12.568257069590345,0.16042263521642758,0.9849130292537399
Times Sq/Theatre District,309169,4748256.709998995,5200581.083333326,808610.3499999987,16.82115957076332,2.6154315277404874,15.358126817368479,0.15548461547718392,0.9130242628494099
TriBeCa/Civic Center,146239,2259184.179999722,2326466.0666666664,414534.85999999946,15.90865683344844,2.8346395968243727,15.448575140692443,0.1781822077439282,0.9710797902316517
Two Bridges/Seward Park,14318,234728.82999999696,242531.40000000002,44470.41000000001,16.938916049727617,3.105909344880571,16.39396773292338,0.18335939181483307,0.9678286193045392
UN/Turtle Bay South,110072,1585671.6999999355,1646298.9500000016,262404.7699999997,14.956564339704935,2.3839375136274414,14.405768042735078,0.15939071697761786,0.96317360829267
Union Sq,283960,3745361.389999044,4145736.2833333323,571640.0499999999,14.599719267972011,2.0131006127623605,13.18974992956418,0.13788625492125592,0.9034249006759371
University Heights/Morris Heights,273,4599.049999999997,5587.283333333334,902.46,20.466239316239317,3.305714285714286,16.846336996336987,0.16152035723980349,0.8231281153333309
Upper East Side North,345684,4130205.3499987666,4410053.099999993,624045.7300000006,12.75746953865378,1.805249100334411,11.94792165676967,0.14150526441507055,0.9365432243885619
Upper East Side South,360976,4134051.039998701,4396394.99999998,608925.4999999984,12.179189198173786,1.6868863857984973,11.452426310886876,0.13850563927945533,0.9403274819479868
Upper West Side North,176926,2202864.7899996373,2232200.7666666703,362129.27000000025,12.616578494210406,2.0467837966155358,12.450769191637393,0.16222970415907764,0.9868578234067896
Upper West Side South,228251,2803691.3999993484,2970421.6999999955,451230.5400000006,13.01383871264527,1.9769049861775003,12.283369623788499,0.15190790587073927,0.9438698215810074
Van Cortlandt Park,18,296.79999999999995,211.48333333333332,74.34,11.749074074074073,4.13,16.488888888888887,0.351517062022224,1.4034202852864686
Van Cortlandt Village,85,1534.2700000000002,1043.2500000000002,291.36,12.27352941176471,3.4277647058823533,18.05023529411765,0.2792810927390366,1.4706637910376228
Van Nest/Morris Park,119,2065.09,1768.9666666666667,463.45,14.865266106442578,3.8945378151260504,17.3536974789916,0.2619891085190978,1.1673990465243362
Washington Heights North,1560,29398.920000000042,23582.800000000003,5750.900000000001,15.11717948717949,3.686474358974359,18.845461538461564,0.2438599318147124,1.246625506725242
Washington Heights South,8560,147236.7999999984,142261.30000000008,30933.940000000006,16.61931074766356,3.6137780373831783,17.200560747663364,0.21744451934573908,1.034974374619087
West Brighton,5,394.28,104.23333333333332,34.76,20.846666666666664,6.952,78.856,0.33348257115446117,3.7826670930604416
West Chelsea/Hudson Yards,118513,1680254.3799998944,1777433.233333334,271863.44999999995,14.997791240904661,2.2939546716393977,14.177806485363584,0.15295283384015335,0.9453262988949555
West Concourse,1171,18306.609999999997,20799.233333333337,3611.43,17.76194136066041,3.084056362083689,15.633313407344147,0.17363284223617212,0.8801579224875272
West Farms/Bronx River,104,1888.0600000000002,1642.9333333333334,360.78000000000003,15.797435897435898,3.469038461538462,18.154423076923077,0.21959503327381918,1.1492006167829898
West Village,175800,2340401.5299996254,2560393.9333333317,383178.7900000005,14.564243079256721,2.179629067121732,13.312864220703217,0.14965618571871353,0.9140786890370022
Westchester Village/Unionport,95,1825.7300000000005,1171.3,345.92999999999995,12.329473684210527,3.641368421052631,19.218210526315794,0.29533851276359596,1.5587210791428332
Westerleigh,7,148.85999999999999,34.666666666666664,14.41,4.952380952380952,2.0585714285714287,21.265714285714285,0.415673076923077,4.294038461538461
Whitestone,67,2058.3,2325.216666666667,394.62000000000006,34.704726368159214,5.889850746268658,30.720895522388062,0.16971321668948414,0.8852078300946864
Willets Point,23,2105.16,591.5999999999999,347.08,25.721739130434777,15.090434782608694,91.52869565217391,0.5866801893171062,3.5584178498985803
Williamsbridge/Olinville,105,2321.8,1705.0333333333338,539.8199999999999,16.238412698412702,5.141142857142857,22.112380952380953,0.3166037809622489,1.3617329084475374
Williamsburg (North Side),7795,119985.59999999916,127141.16666666667,23064.369999999995,16.310605088732093,2.9588672225785753,15.392636305323817,0.18140756927667012,0.9437195138736797
Williamsburg (South Side),6545,104141.6799999995,109427.14999999998,20058.059999999994,16.719197860962563,3.064638655462184,15.911639419404048,0.18330057942658654,0.9516987329012911
Windsor Terrace,256,5502.919999999998,3807.3666666666672,1103.0600000000002,14.872526041666669,4.308828125000001,21.495781249999993,0.2897173024224967,1.4453349208989583
Woodhaven,98,2122.84,1593.5166666666664,465.51,16.26037414965986,4.750102040816326,21.661632653061226,0.2921274748721382,1.3321730763196706
Woodlawn/Wakefield,63,1395.8100000000002,640.7333333333332,177.26,10.17037037037037,2.8136507936507935,22.15571428571429,0.276651753199459,2.1784569763812303
Woodside,5308,87648.95999999988,83466.20000000004,16389.639999999992,15.724604370761122,3.0877241899020333,16.512614920874128,0.1963625994714026,1.0501132194828546
World Trade Center,47418,911029.8100000469,984701.8166666677,188480.36000000002,20.766413949695636,3.9748694588552875,19.212742207601476,0.19140856329282335,0.9251834358181553
Yorkville East,109302,1398951.2299999942,1371767.2500000023,237985.19000000012,12.55024839435694,2.1773177983934433,12.798953633053321,0.1734880242985825,1.0198167582729445
Yorkville West,170002,2074283.6499996807,2066557.450000002,345998.12,12.15607728144376,2.035259114598652,12.201524982057157,0.1674272931536453,1.0037386814480664
